City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Biharamulo,TZ,-2.6319,31.3089,61.86,88,99,1.41,overcast clouds
351,Mingaora,PK,34.7758,72.3625,43.11,48,2,6.8,clear sky
352,Sorland,NO,67.667,12.6934,28.47,56,100,21.25,overcast clouds
353,Kijang,KR,35.2442,129.2139,29.93,55,9,4.68,clear sky
354,Port Blair,IN,11.6667,92.75,73.44,88,40,2.3,mist
355,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,77,75,0,broken clouds
356,Zhangzhou,CN,24.5133,117.6556,53.53,90,100,1.59,overcast clouds
357,Cockburn Town,TC,21.4612,-71.1419,75.2,75,2,20.18,clear sky
358,Okhotsk,RU,59.3833,143.3,-0.78,77,7,16.06,clear sky
359,Marsa Matruh,EG,31.3525,27.2453,52,71,40,8.05,scattered clouds
360,Acatari,RO,46.4798,24.6332,31.86,93,75,3,broken clouds
361,Marawi,PH,7.9986,124.2928,64.65,95,100,1.03,overcast clouds
362,Leninsk,RU,48.7119,45.1994,30.06,98,100,9.89,overcast clouds
363,Hurghada,EG,27.2574,33.8129,59.04,51,0,3.44,clear sky
364,Santa Lucia,ES,27.9117,-15.5407,58.32,68,20,0,few clouds
365,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,76.08,85,100,2.51,overcast clouds
366,Ancud,CL,-41.8697,-73.8203,68.23,79,100,8.72,overcast clouds
367,Klaksvik,FO,62.2266,-6.589,31.12,79,100,15.39,overcast clouds
368,Someshwar,IN,13.5,75.0667,76.37,80,2,3.15,clear sky
369,Kurilsk,RU,45.2333,147.8833,23.22,87,99,17.45,light snow
370,Port Hedland,AU,-20.3167,118.5667,80.65,100,100,0,overcast clouds
371,Blagoyevo,RU,63.3667,47.9167,14.61,94,100,7.4,overcast clouds
372,Banjar,ID,-8.19,114.9675,78.66,89,99,1.95,overcast clouds
373,Urusha,RU,54.05,122.9,-11.42,92,94,4.21,overcast clouds
374,Peniche,PT,39.3558,-9.3811,61.36,73,0,2.37,clear sky
375,Lynchburg,US,37.4138,-79.1423,46.94,54,0,5.75,clear sky
376,Shama,CN,33.6102,104.2852,18.55,95,100,2.13,overcast clouds
377,Umarkot,PK,25.3616,69.7362,70.09,35,0,7.76,clear sky
378,Tasiilaq,GL,65.6145,-37.6368,10.56,70,100,5.82,overcast clouds
379,Waingapu,ID,-9.6567,120.2641,77.47,83,10,8.55,clear sky
380,Shirokiy,RU,49.758,129.523,-20.43,100,20,4.18,few clouds
381,Kuruman,ZA,-27.4524,23.4325,68,64,100,7.81,overcast clouds
382,Kyzyl,RU,51.7,94.45,-27.33,99,68,0.94,broken clouds
383,Verkhoyansk,RU,67.5447,133.385,-16.94,97,100,0.51,overcast clouds
384,Poum,NC,-20.2333,164.0167,80.76,78,59,10.2,broken clouds
385,Sumbawanga,TZ,-7.9667,31.6167,58.3,96,100,1.43,overcast clouds
386,Kilindoni,TZ,-7.9139,39.6668,81.03,78,5,8.16,clear sky
387,Teknaf,BD,20.8624,92.3058,63.12,83,4,3.87,clear sky
388,Shizunai,JP,42.3339,142.3669,23.5,80,34,9.04,scattered clouds
389,Sao Bento Do Sul,BR,-26.2503,-49.3786,76.26,87,62,5.32,broken clouds
390,Port-Cartier,CA,50.0334,-66.8654,8.74,80,100,3.13,overcast clouds
391,Praia,CV,14.9215,-23.5087,77.54,65,98,13.8,overcast clouds
392,Madawaska,US,47.3561,-68.3288,13.08,56,0,4.61,clear sky
393,Vestmanna,FO,62.1564,-7.1664,29.32,80,75,2.3,light snow
394,Mabaruma,GY,8.2,-59.7833,82.81,64,19,7.29,few clouds
395,Allingabro,DK,56.465,10.3341,43.07,89,62,20,broken clouds
396,Los Algarrobos,PA,8.5,-82.4333,90.45,55,20,9.22,few clouds
397,Turukhansk,RU,65.8167,87.9833,8.22,94,99,9.06,overcast clouds
398,Ishigaki,JP,24.3448,124.1572,69.42,74,100,18.7,overcast clouds
399,Hefei,CN,31.8639,117.2808,37.42,56,100,6.71,light rain
400,Viramgam,IN,23.1225,72.0484,68.23,57,0,4.29,clear sky
401,Yulara,AU,-25.2406,130.9889,67.84,100,100,10.36,overcast clouds
402,Ambulu,ID,-8.345,113.6058,75.11,89,61,2.89,broken clouds
403,Krivosheino,RU,57.3431,83.9261,19.36,93,99,8.16,overcast clouds
404,Joshimath,IN,30.5667,79.5667,37.13,37,0,6.98,clear sky
405,Maracaju,BR,-21.6144,-55.1683,86.27,49,100,2.68,overcast clouds
406,Itarema,BR,-2.9248,-39.9167,82.24,73,100,15.46,overcast clouds
407,Ivybridge,GB,50.3904,-3.9191,52.83,92,100,16.82,overcast clouds
408,Berdigestyakh,RU,62.0989,126.6992,-18.67,95,100,8.05,overcast clouds
409,Kalmunai,LK,7.4167,81.8167,73.54,75,0,3.91,clear sky
410,Caravelas,BR,-17.7125,-39.2481,82.74,72,68,9.35,broken clouds
411,Ngunguru,NZ,-35.6167,174.5,71.17,82,100,17.78,overcast clouds
412,Baykit,RU,61.67,96.37,-10.97,100,100,0.69,overcast clouds
413,Shima,CN,24.4478,117.8111,53.62,85,100,2.73,overcast clouds
414,Porto Velho,BR,-8.7619,-63.9039,86.05,66,75,5.75,broken clouds
415,Flin Flon,CA,54.7682,-101.865,-11.36,58,20,12.66,few clouds
416,Lompoc,US,34.6391,-120.4579,65.08,38,0,11.5,clear sky
417,Aranos,NA,-24.1333,19.1167,73.17,75,62,3.83,moderate rain
418,Gwadar,PK,25.1216,62.3254,72.59,73,0,12.66,clear sky
419,Along,IN,28.1667,94.7667,51.1,98,100,1.81,overcast clouds
420,Leon Valley,US,29.4952,-98.6186,73.9,59,0,1.99,clear sky
421,Rock Springs,US,41.5875,-109.2029,20.64,45,0,8.05,clear sky
422,Hobyo,SO,5.3505,48.5268,77.9,85,100,18.92,overcast clouds
423,Kautokeino,NO,69.0125,23.0412,-14.51,92,87,2.04,overcast clouds
424,Westport,US,41.1415,-73.3579,38.28,63,40,1.01,scattered clouds
425,Fukuma,JP,33.7667,130.4667,41,49,1,2.37,clear sky
426,Kidal,ML,18.4411,1.4078,70.02,10,51,7.72,broken clouds
427,Magadan,RU,59.5667,150.8,-1.35,79,37,10.8,scattered clouds
428,Quatre Cocos,MU,-20.2078,57.7625,80.71,91,100,29.28,moderate rain
429,Langres,FR,47.8333,5.3333,41.2,98,100,12.41,overcast clouds
430,Vega De Alatorre,MX,20.0333,-96.6333,75.76,74,4,10.8,clear sky
431,Lasa,IT,46.6166,10.7002,40.91,94,100,8.21,snow
432,Necochea,AR,-38.5473,-58.7368,77.04,47,6,13.15,clear sky
433,Mehamn,NO,71.0357,27.8492,23.18,82,24,10.47,few clouds
434,Nelson Bay,AU,-32.7167,152.15,74.08,93,100,6.58,overcast clouds
435,Tokomaru,NZ,-40.4667,175.5,72.03,85,100,2.86,moderate rain
436,Souillac,MU,-20.5167,57.5167,80.98,89,75,18.41,light rain
437,Pitimbu,BR,-7.4706,-34.8086,86.59,67,23,9.08,few clouds
438,Severnyy-Kospashskiy,RU,59.0925,57.8008,27.61,92,100,8.81,light snow
439,Melo,UY,-32.3667,-54.1833,88.23,19,0,6.91,clear sky
440,Namatanai,PG,-3.6667,152.4333,78.06,85,100,5.95,light rain
441,Kudahuvadhoo,MV,2.6708,72.8944,82.72,77,8,15.99,clear sky
442,Lavrentiya,RU,65.5833,-171,0.54,76,6,16.84,clear sky
443,Suifenhe,CN,44.4,131.1667,0.43,84,8,8.08,clear sky
444,Keflavik,IS,64.0049,-22.5624,37.83,56,75,18.41,broken clouds
445,Mantua,IT,45.1667,10.7833,46.71,59,1,3,clear sky
446,Evensk,RU,61.95,159.2333,19.74,83,100,30.33,overcast clouds
447,Sokolo,ML,14.7328,-6.1219,79.27,10,93,10.11,overcast clouds
448,Haines Junction,CA,60.7522,-137.5108,-36.45,67,97,2.3,overcast clouds
449,Abu Dhabi,AE,24.4667,54.3667,69.91,79,0,2.3,clear sky
450,Lithgow,AU,-33.4833,150.15,63.48,98,100,2.28,light rain
451,Ndele,CF,8.4109,20.6473,74.62,19,89,3.89,overcast clouds
452,Mayo,US,38.8876,-76.5119,44.91,61,0,4,clear sky
453,Mananjary,MG,-21.2167,48.3333,74.55,87,45,6.08,light rain
454,Hasaki,JP,35.7333,140.8333,28.8,48,0,20.62,clear sky
455,Kabinda,CD,-6.1333,24.4833,66.29,92,100,2.13,overcast clouds
456,Arlit,NE,18.7369,7.3853,63.59,11,4,4.92,clear sky
457,Cairns,AU,-16.9167,145.7667,79.07,97,94,1.14,overcast clouds
458,Kamennogorsk,RU,60.9545,29.1339,24.84,95,100,5.39,overcast clouds
459,Saquarema,BR,-22.92,-42.5103,84.22,81,52,10.74,broken clouds
460,Inirida,CO,3.8653,-67.9239,98.08,27,26,2.19,scattered clouds
461,La Macarena,CO,2.1837,-73.7849,96.8,22,100,6.98,overcast clouds
462,Saint-Pierre,RE,-21.3393,55.4781,80.24,94,75,28.77,light rain
463,Moose Factory,CA,51.2585,-80.6094,32,64,100,24.16,overcast clouds
464,Vila,PT,42.0304,-8.1588,49.08,65,0,5.37,clear sky
465,Havelock,US,34.8791,-76.9013,56.05,51,8,3,clear sky
466,Gloversville,US,43.0528,-74.3438,35.29,59,0,11.01,clear sky
467,Tarko-Sale,RU,64.9225,77.785,-12.59,100,99,6.67,overcast clouds
468,Port-Gentil,GA,-0.7193,8.7815,80.82,81,86,11.39,light rain
469,Morondava,MG,-20.2833,44.2833,83.08,77,82,6.73,broken clouds
470,Zhigansk,RU,66.7697,123.3711,-28.35,99,90,9.33,overcast clouds
471,Aztec,US,36.8222,-107.9929,43.57,28,100,2.17,overcast clouds
472,Talaya,RU,61.3833,152.75,-8.19,99,100,5.66,overcast clouds
473,Yumen,CN,40.2833,97.2,18.28,28,9,4.29,clear sky
474,Puerto Carreno,CO,6.189,-67.4859,94.98,38,40,5.75,scattered clouds
475,Coquimbo,CL,-29.9533,-71.3436,69.53,60,0,11.5,clear sky
476,Gazalkent,UZ,41.5581,69.7708,34.16,38,56,10.58,broken clouds
477,Skoghall,SE,59.3232,13.4655,23.56,93,100,10.36,overcast clouds
478,Yibin,CN,28.7667,104.6238,44.46,85,100,1.34,light rain
479,Henties Bay,NA,-22.116,14.2845,69.85,78,2,3.69,clear sky
480,Asyut,EG,27.181,31.1837,59.18,45,0,1.36,clear sky
481,College,US,64.8569,-147.8028,-0.74,74,20,3.44,few clouds
482,Ahipara,NZ,-35.1667,173.1667,70.48,83,100,15.64,overcast clouds
483,Kostolac,RS,44.7149,21.1711,35.83,92,93,4.36,overcast clouds
484,Saint-Augustin,CA,51.226,-58.6502,2.86,77,1,11.81,clear sky
485,Coihaique,CL,-45.5752,-72.0662,68.61,40,75,11.5,broken clouds
486,Bell Ville,AR,-32.6259,-62.6887,98.29,23,0,10.22,clear sky
487,Hambantota,LK,6.1241,81.1185,73.15,80,1,13.35,clear sky
488,Laramie,US,41.3114,-105.5911,21.34,48,43,4,scattered clouds
489,Warwick,US,41.7001,-71.4162,37.78,67,75,12.66,broken clouds
490,Venezuela,VE,8,-66,97.05,27,85,9.13,overcast clouds
491,Aswan,EG,24.0934,32.907,61.9,33,0,4.61,clear sky
492,Flinders,AU,-34.5833,150.8552,71.8,89,100,11.01,light rain
493,Lashio,MM,22.9333,97.75,45.01,74,0,1.45,clear sky
494,Shimoda,JP,34.6667,138.95,38.1,62,0,19.86,clear sky
495,San Ramon,US,37.7799,-121.978,57.92,29,0,5.01,clear sky
496,Puebloviejo,CO,10.9938,-74.2844,88,62,20,5.75,few clouds
497,Tommot,RU,58.9564,126.2925,-6.86,95,100,8.72,overcast clouds
498,Ponta Delgada,PT,37.7333,-25.6667,60.49,77,75,6.91,broken clouds
499,Mogadishu,SO,2.0371,45.3438,78.39,87,100,20.13,overcast clouds
500,Quelimane,MZ,-17.8786,36.8883,82.35,83,0,6.91,clear sky
501,Husavik,IS,66.0449,-17.3389,10.31,80,34,14,scattered clouds
502,Progreso,MX,21.2833,-89.6667,84.31,53,7,10.45,clear sky
503,Tyumentsevo,RU,53.3224,81.498,7.47,98,100,5.17,overcast clouds
504,Nago,JP,26.5881,127.9761,64.45,72,89,11.14,overcast clouds
505,Zabol,AF,32.25,67.25,39.49,47,55,6.13,broken clouds
506,Muisne,EC,0.6,-80.0333,80.71,77,68,9.13,light rain
507,Caraballeda,VE,10.6112,-66.8522,89.37,59,40,8.99,scattered clouds
508,Dauphin,CA,51.1494,-100.0502,3.34,55,0,17.27,clear sky
509,Tinskoy,RU,56.1525,96.9161,-5.82,100,75,2.04,broken clouds
510,Bowen,AU,-20.0167,148.2333,75.42,84,100,3.49,overcast clouds
511,Dingle,PH,10.9995,122.6711,73.17,95,92,7.61,overcast clouds
512,Eldorado,BR,-23.7869,-54.2836,90.81,35,1,7.05,clear sky
513,San Andres,CO,12.5847,-81.7006,84.22,65,20,10.36,few clouds
514,Rorvik,NO,64.8621,11.2373,21.31,53,0,16.11,clear sky
515,Acarau,BR,-2.8856,-40.12,82.56,73,100,16.04,overcast clouds
516,Urubicha,BO,-15.3833,-62.95,75.67,83,100,3.24,overcast clouds
517,Inhambane,MZ,-23.865,35.3833,77.65,75,0,9.08,clear sky
518,Kapoeta,SS,4.7717,33.5903,86.43,22,79,3.51,broken clouds
519,Falavarjan,IR,32.5553,51.5097,31.21,66,1,5.1,clear sky
520,Springbok,ZA,-29.6643,17.8865,69.06,68,100,5.12,overcast clouds
521,Broken Hill,AU,-31.95,141.4333,58.71,58,100,16.11,overcast clouds
522,Malindi,KE,-3.2175,40.1191,80.76,78,40,17.27,scattered clouds
523,Newport,GB,51.5877,-2.9984,54.55,83,100,1.01,overcast clouds
524,Kotlas,RU,61.2611,46.6556,26.42,94,100,7.07,light snow
525,Abu Kamal,SY,34.4506,40.9171,50.2,59,0,8.9,clear sky
526,Alexandria,EG,31.2156,29.9553,55.36,76,40,3.44,scattered clouds
527,Petrozavodsk,RU,61.7849,34.3469,15.26,92,100,4.47,snow
528,Nador,MA,35.174,-2.9287,59.25,72,0,4.61,clear sky
529,Mafinga,TZ,-7.25,35.0667,65.26,95,100,3.8,overcast clouds
530,Dourbali,TD,11.8091,15.8632,67.59,16,3,8.55,clear sky
531,Bundaberg,AU,-24.85,152.35,77.29,93,40,1.01,scattered clouds
532,La Libertad,EC,-2.2333,-80.9,82.06,69,75,5.75,broken clouds
533,Amuntai,ID,-2.4177,115.2494,73.87,91,100,1.23,overcast clouds
534,Imeni Poliny Osipenko,RU,52.4201,136.4853,-11.34,100,99,2.28,overcast clouds
535,Thrissur,IN,10.5167,76.2167,78.78,93,1,2.1,clear sky
536,Buckeye,US,33.3703,-112.5838,69.3,23,0,10.36,clear sky
537,Northam,GB,51.0333,-4.2167,52.02,93,100,17.58,overcast clouds
538,Lamu,KE,-2.2717,40.902,79.02,87,93,11.39,overcast clouds
539,Japura,ID,-0.3167,102.35,72.34,98,100,2.15,light rain
540,Hervey Bay,AU,-25.2986,152.8535,77.11,79,100,11.77,overcast clouds
541,Pathein,MM,16.7833,94.7333,62.08,67,9,5.46,clear sky
542,Emerald,AU,-23.5333,148.1667,84.34,61,100,8.05,overcast clouds
543,Chalmette,US,29.9427,-89.9634,69.01,68,100,1.99,haze
544,Cheremukhovo,RU,60.3484,59.9851,12.81,96,100,0.45,overcast clouds
545,Honiara,SB,-9.4333,159.95,79.02,86,95,3.4,moderate rain
546,Pavilosta,LV,56.8879,21.1859,28.31,87,100,9.66,overcast clouds
547,Semnan,IR,35.5729,53.3971,33.64,93,8,0,mist
548,Bressanone,IT,46.715,11.656,44.37,93,100,1.3,light rain
549,Pacific Grove,US,36.6177,-121.9166,58.77,45,0,1.01,clear sky
550,Maningrida,AU,-12.0667,134.2667,77.43,89,100,8.95,light rain
551,Marsh Harbour,BS,26.5412,-77.0636,68.07,54,99,15.14,overcast clouds
552,Mirabad,AF,30.4362,61.8383,58.35,30,7,8.84,clear sky
553,Russell,US,32.3502,-85.1999,67.12,32,4,10.51,clear sky
554,Marzuq,YE,14.4,46.4667,64.49,76,39,5.44,scattered clouds
555,Bathsheba,BB,13.2167,-59.5167,84.81,61,40,14.97,scattered clouds
556,Atyrau,KZ,47.1167,51.8833,32.02,100,100,4.47,fog
557,Senanga,ZM,-16.1167,23.2667,64.56,81,23,2.3,few clouds
558,Casalpusterlengo,IT,45.1769,9.6491,52.34,38,9,8.79,clear sky
559,Beroroha,MG,-21.6667,45.1667,78.78,56,0,2.89,clear sky
560,Ketchikan,US,55.3422,-131.6461,33.78,80,0,3.44,clear sky
561,Hellvik,NO,59.9156,5.781,42.76,87,100,13,overcast clouds
562,Areosa,PT,41.7178,-8.8571,60.06,70,0,4.94,clear sky
563,Bergen,NO,60.392,5.328,42.64,87,75,26.46,broken clouds
564,Chebsara,RU,59.2002,38.8356,11.53,97,100,3.74,overcast clouds
565,Lodwar,KE,3.1191,35.5973,88.5,30,57,5.61,broken clouds
566,Almaznyy,RU,48.0448,40.045,33.94,94,100,8.75,overcast clouds
567,Rafsanjan,IR,30.4067,55.9939,43.27,71,1,10.45,clear sky
568,Baker City,US,44.7749,-117.8344,29.59,86,100,0,overcast clouds
569,Fjerritslev,DK,57.0813,9.2664,43.05,81,11,23.76,few clouds
570,Atambua,ID,-9.1061,124.8925,74.3,87,81,6.11,broken clouds
571,Capitao Poco,BR,-1.7464,-47.0594,80.96,85,88,5.41,overcast clouds
572,Petukhovo,RU,55.0692,67.9019,8.33,98,79,7.7,broken clouds
573,The Valley,AI,18.217,-63.0578,85.86,74,40,11.5,scattered clouds
574,Orocue,CO,4.7912,-71.3354,98.02,20,100,9.31,overcast clouds
575,Xining,CN,36.6167,101.7667,12.2,73,88,2.08,overcast clouds
576,Mangai,CD,-4.05,19.5333,75.63,75,43,1.48,scattered clouds
577,Asau,RO,46.4333,26.4,31.39,92,100,2.55,overcast clouds
578,Natal,BR,-5.795,-35.2094,86.65,66,20,17.27,few clouds
579,Doka,SD,13.5167,35.7667,74.5,39,0,7.61,clear sky
580,Port Augusta,AU,-32.5,137.7667,60.94,50,100,16.69,overcast clouds
581,Zyryanka,RU,65.75,150.85,-10.8,92,100,12.12,overcast clouds
582,Iqaluit,CA,63.7506,-68.5145,-18.31,75,100,0,light snow
583,Diego De Almagro,CL,-26.3667,-70.05,79.57,22,0,16.82,clear sky
584,Puerto Del Rosario,ES,28.5004,-13.8627,69.48,64,0,5.75,clear sky
585,Dzaoudzi,YT,-12.7887,45.2699,82.29,78,0,9.22,clear sky
586,Yamada,JP,39.4667,141.95,28.27,74,36,4.05,scattered clouds
587,Road Town,VG,18.4167,-64.6167,82.44,69,40,9.22,scattered clouds
588,Peleduy,RU,59.6289,112.7406,-4.25,99,100,3.49,overcast clouds
589,Manggar,ID,-2.8833,108.2667,76.95,86,87,6.46,overcast clouds
590,Mogwase,ZA,-25.185,27.2665,76.69,46,98,2.84,overcast clouds
591,Fuling,CN,29.7022,107.3919,41.14,95,100,1.01,light rain
592,High Level,CA,58.5169,-117.136,-5.69,71,20,12.66,few clouds
593,Batagay-Alyta,RU,67.8006,130.4114,-10.53,99,100,1.41,overcast clouds
594,Wexford,IE,52.3342,-6.4575,51.22,80,100,15.48,overcast clouds
595,Taiyuan,CN,37.8694,112.5603,13.86,62,0,2.24,clear sky
596,Grenaa,DK,56.4158,10.8783,43.02,89,86,1.01,overcast clouds
597,Zemio,CF,5.0314,25.1361,75.6,25,39,2.93,scattered clouds
598,Sorong,ID,-0.8833,131.25,79.56,75,100,5.26,overcast clouds
599,Phan Thiet,VN,10.9333,108.1,71.22,85,14,8.14,few clouds
600,San Martin,AR,-33.081,-68.4681,93.74,23,24,7.18,few clouds
601,Kirakira,SB,-10.4544,161.9205,79.61,84,88,3.98,overcast clouds
602,Tabat,ID,-2.635,115.2274,74.16,90,96,1.16,overcast clouds
603,Kabo,CF,7.6994,18.629,74.75,17,5,5.44,clear sky
604,Kyra,RU,49.5776,111.9753,-11.43,93,20,4.92,few clouds
605,Dunedin,NZ,-45.8742,170.5036,64.49,74,100,9.8,overcast clouds
606,Steinbach,DE,50.1667,8.5667,46.63,86,75,1.01,broken clouds
607,Atar,MR,20.5169,-13.0499,79.34,12,96,7.83,overcast clouds
608,Katherine,AU,-14.4667,132.2667,77.32,78,66,9.22,broken clouds
609,Smithers,CA,54.7804,-127.1743,19.72,73,75,2.3,broken clouds
610,Tabou,CI,4.423,-7.3528,79.66,80,100,6.49,overcast clouds
611,Bulolo,PG,-7.2,146.65,70.41,93,100,3.29,moderate rain
612,Vigrestad,NO,58.5667,5.7,44.28,80,32,30.94,scattered clouds
613,Srednekolymsk,RU,67.45,153.6833,-20.31,98,94,2.28,overcast clouds
614,Canon City,US,38.441,-105.2424,44.01,39,0,5.99,clear sky
615,Leningradskiy,RU,69.3833,178.4167,-11.51,94,44,11.45,scattered clouds
616,Ust-Uda,RU,54.1742,103.0304,-14.33,100,95,1.5,overcast clouds
617,Manbij,SY,36.5281,37.9549,41.77,81,99,5.68,overcast clouds
618,Zeerust,ZA,-25.5369,26.0751,71.96,58,52,4.07,broken clouds
619,Olafsvik,IS,64.8945,-23.7142,31.5,87,100,4.76,snow
620,Gondanglegi,ID,-7.7479,112.0132,73.69,93,73,0.58,broken clouds
621,Jieshi,CN,22.8134,115.8257,54.95,88,100,19.71,overcast clouds
622,Nancha,CN,47.1333,129.2667,-4.16,97,75,3.56,broken clouds
623,Nchelenge,ZM,-9.3451,28.734,71.17,81,98,6.29,light rain
624,Suarez,CO,2.954,-76.6964,75.52,79,91,4,overcast clouds
625,Comodoro Rivadavia,AR,-45.8667,-67.5,87.66,13,0,21.85,clear sky
626,Batagay,RU,67.6333,134.6333,-20.25,99,100,0.81,overcast clouds
627,Allapalli,IN,19.4167,80.0667,61.63,38,0,2.44,clear sky
628,Topchikha,RU,52.8192,83.1185,12.78,100,79,2.53,broken clouds
629,Hurricane,US,37.1753,-113.2899,53.6,28,16,11.59,few clouds
630,Abha,SA,18.2164,42.5053,57.02,82,0,0,clear sky
631,Smolenka,RU,52.1352,113.4974,-23.73,69,90,0,overcast clouds
632,Yambio,SS,4.5721,28.3955,76.57,25,54,4.29,broken clouds
633,Tecate,MX,32.5667,-116.6333,60.53,68,60,8.23,broken clouds
634,Uglich,RU,57.5275,38.3317,27.95,94,100,8.57,overcast clouds
635,Olinda,BR,-8.0089,-34.8553,83.93,70,20,9.22,few clouds
636,Jumla,NP,29.2747,82.1838,31.66,45,0,4.52,clear sky
637,Baghdad,IQ,33.3406,44.4009,48.11,76,0,3.44,clear sky
638,Chapais,CA,49.7834,-74.8492,15.58,81,100,17.34,overcast clouds
639,Udachnyy,RU,66.4167,112.4,-36.24,100,57,2.35,broken clouds
640,Rio Grande,BR,-32.035,-52.0986,80.71,52,0,12.59,clear sky
641,Dudinka,RU,69.4058,86.1778,4.62,93,100,14.41,overcast clouds
642,Rafai,CF,4.95,23.9167,75.09,28,8,1.5,clear sky
643,Pampa,US,35.5362,-100.9599,45.55,49,100,23.02,overcast clouds
644,Zigong,CN,29.3416,104.7769,44.76,82,100,0.92,overcast clouds
645,Mount Pleasant,US,32.7941,-79.8626,63.09,57,0,1.01,clear sky
646,Yarmouth,US,41.7057,-70.2286,38.17,83,100,8.05,overcast clouds
647,Mariental,NA,-24.6333,17.9667,74.41,64,94,7.34,overcast clouds
648,Jiangyou,CN,31.7667,104.7167,39.06,89,99,1.95,overcast clouds
649,Povazska Bystrica,SK,49.1215,18.4217,35.55,80,100,10.36,snow
650,Bure,ET,10.7,37.0667,62.06,42,55,4.81,broken clouds
651,Tubuala,PA,9.5167,-79.0333,91.51,65,7,9.28,clear sky
652,Camargo,MX,27.6667,-105.1667,71.82,11,1,10.69,clear sky
653,Cururupu,BR,-1.8283,-44.8683,80.89,80,85,5.48,overcast clouds
654,Sao Domingos,BR,-13.3983,-46.3183,78.12,75,100,0.65,heavy intensity rain
655,Ferrol,ES,43.4832,-8.2369,53.28,78,3,8.86,clear sky
656,Genoa,IT,44.4129,8.9573,49.66,47,0,5.99,clear sky
657,Shar,KZ,49.5886,81.0453,-10.41,90,7,5.37,clear sky
658,Kupang,ID,-10.1667,123.5833,79.48,83,9,10.54,clear sky
659,Gazanjyk,TM,39.2446,55.5154,48.56,40,42,8.48,scattered clouds
660,Gamba,GA,-2.65,10,78.48,86,39,4.79,scattered clouds
661,Lianran,CN,24.9227,102.485,43.34,91,1,2.21,clear sky
662,Tautira,PF,-17.7333,-149.15,84.22,77,24,20.96,light rain
663,Amambai,BR,-23.1042,-55.2258,89.55,35,60,6.62,broken clouds
664,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,100,4.61,light rain
665,Luderitz,NA,-26.6481,15.1594,65.28,87,46,7.29,scattered clouds
